label,model_idx,fape,lddt,rmsd,kabsch,prmsd,plddt,plddt_pde
EPH_relaxed_0001_pdb2pqr_Repair_163_r2_0001_complex,1,2.770860433578491,0.8850553035736084,1.2944051027297974,0.9021758437156677,2.3970258235931396,0.8431249856948853,0.706334114074707
EPH_relaxed_0001_pdb2pqr_Repair_163_r2_0001_complex,2,2.8414862155914307,0.8654048442840576,1.6654787063598633,1.228167176246643,2.4152305126190186,0.8556249141693115,0.7357243299484253
EPH_relaxed_0001_pdb2pqr_Repair_163_r2_0001_complex,3,3.042618989944458,0.8507928848266602,2.0028324127197266,1.1448317766189575,2.523271083831787,0.8481249809265137,0.7614728212356567
EPH_relaxed_0001_pdb2pqr_Repair_163_r2_0001_complex,4,2.7866222858428955,0.8589752912521362,2.208733081817627,1.137245774269104,2.537997245788574,0.8306249976158142,0.7513090372085571
EPH_relaxed_0001_pdb2pqr_Repair_163_r2_0001_complex,5,2.6076903343200684,0.8891437649726868,1.9356871843338013,0.7394829988479614,2.5406875610351562,0.8075000047683716,0.7131247520446777
EPH_relaxed_0001_pdb2pqr_Repair_163_r2_0001_complex,6,2.7704339027404785,0.8842402696609497,1.3122690916061401,1.0478742122650146,2.6426007747650146,0.7043749690055847,0.6691809892654419
EPH_relaxed_0001_pdb2pqr_Repair_163_r2_0001_complex,7,2.5824146270751953,0.9005399346351624,1.336056113243103,0.9914812445640564,2.68404221534729,0.7775000333786011,0.7031439542770386
EPH_relaxed_0001_pdb2pqr_Repair_163_r2_0001_complex,8,2.4859933853149414,0.8882896900177002,1.5337203741073608,0.8132842779159546,2.7496988773345947,0.7293749451637268,0.7599555253982544
EPH_relaxed_0001_pdb2pqr_Repair_163_r2_0001_complex,9,2.5814871788024902,0.8938709497451782,1.4893633127212524,1.1792291402816772,2.77982234954834,0.8056249618530273,0.7017486095428467
EPH_relaxed_0001_pdb2pqr_Repair_163_r2_0001_complex,10,2.731799602508545,0.8734365701675415,1.5389161109924316,0.9211810231208801,2.782895803451538,0.7362499833106995,0.6858283877372742
EPH_relaxed_0001_pdb2pqr_Repair_163_r2_0001_complex,11,2.680108070373535,0.8872193694114685,1.1938798427581787,0.8323174118995667,2.830317258834839,0.7637499570846558,0.7080754041671753
EPH_relaxed_0001_pdb2pqr_Repair_163_r2_0001_complex,12,2.5505895614624023,0.8890366554260254,1.2856589555740356,0.6649957299232483,3.081984758377075,0.7450000047683716,0.743769645690918
